bill_id,date,chamber,sequence,action
1897826,2025-02-10,House,24,"Senate/ concurs with House amendment in House Speaker"
1897826,2025-02-10,House,25,"Senate/ to House in House Speaker"
1897826,2025-02-10,House,26,"House/ received from Senate in House Speaker"
1897826,2025-02-10,Senate,27,"House/ signed by Speaker/ returned to Senate in Senate President"
1897826,2025-02-10,Senate,28,"House/ to Senate in Senate President"
1897826,2025-02-11,Senate,29,"Senate/ received from House in Senate President"
1897826,2025-02-11,,30,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897826,2025-02-12,,31,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1897826,2025-02-12,,32,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897826,2025-03-03,Senate,33,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1897826,2025-03-03,Senate,34,"Senate/ enrolled bill to Printing in Senate Secretary"
1897826,2025-03-12,Senate,35,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897826,2025-03-17,Senate,36,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897826,2025-03-17,,37,"Senate/ to Governor in Executive Branch - Governor"
1897826,2025-03-26,,38,"Governor Signed in Lieutenant Governor's office for filing"
1897830,2024-12-19,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897830,2024-12-19,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897830,2025-01-02,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1897830,2025-01-16,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1897830,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897830,2025-01-21,Senate,6,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897830,2025-01-21,Senate,7,"Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar"
1897830,2025-01-21,House,8,"Senate/ passed 2nd & 3rd readings/ suspension in Clerk of the House"
1897830,2025-01-21,House,9,"Senate/ to House in Clerk of the House"
1897830,2025-01-22,House,10,"House/ received from Senate in Clerk of the House"
1897830,2025-01-22,House,11,"House/ 1st reading (Introduced) in House Rules Committee"
1897830,2025-02-04,House,12,"House/ to standing committee in House Education Committee"
1897830,2025-02-10,House,13,"House Comm - Favorable Recommendation in House Education Committee"
1897830,2025-02-11,House,14,"House/ committee report favorable in House Education Committee"
1897830,2025-02-11,House,15,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1897830,2025-02-19,House,16,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1897830,2025-02-19,House,17,"House/ substituted in House 3rd Reading Calendar for Senate bills"
1897830,2025-02-19,Senate,18,"House/ passed 3rd reading in Senate Secretary"
1897830,2025-02-19,Senate,19,"House/ to Senate in Senate Secretary"
1897830,2025-02-19,Senate,20,"Senate/ received from House in Senate Secretary"
1897830,2025-02-19,Senate,21,"Senate/ placed on Concurrence Calendar in Senate Concurrence Calendar"
1897830,2025-02-20,House,22,"Senate/ concurs with House amendment in House Speaker"
1897830,2025-02-20,House,23,"Senate/ to House in House Speaker"
1897830,2025-02-20,House,24,"House/ received from Senate in House Speaker"
1897830,2025-02-20,Senate,25,"House/ signed by Speaker/ returned to Senate in Senate President"
1897830,2025-02-20,Senate,26,"House/ to Senate in Senate President"
1897830,2025-02-21,Senate,27,"Senate/ received from House in Senate President"
1897830,2025-02-21,,28,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897830,2025-02-24,,29,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1897830,2025-02-24,,30,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897830,2025-02-24,Senate,31,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1897830,2025-02-24,Senate,32,"Senate/ enrolled bill to Printing in Senate Secretary"
1897830,2025-03-12,Senate,33,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897830,2025-03-12,,34,"Senate/ to Governor in Executive Branch - Governor"
1897830,2025-03-25,,35,"Governor Signed in Lieutenant Governor's office for filing"
1897834,2024-12-18,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897834,2024-12-18,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897834,2025-01-02,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1897834,2025-01-21,Senate,4,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897834,2025-01-21,Senate,5,"Senate/ to standing committee in Senate Revenue and Taxation Committee"
1897834,2025-01-22,Senate,6,"Senate/ received fiscal note from Fiscal Analyst in Senate Revenue and Taxation Committee"
1897834,2025-01-29,Senate,7,"Senate Comm - Substitute Recommendation in Senate Revenue and Taxation Committee"
1897834,2025-01-29,Senate,8,"Senate Comm - Favorable Recommendation in Senate Revenue and Taxation Committee"
1897834,2025-01-30,Senate,9,"Senate/ comm rpt/ substituted in Senate Revenue and Taxation Committee"
1897834,2025-01-30,Senate,10,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897834,2025-02-04,Senate,11,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1897834,2025-02-04,Senate,12,"Senate/ circled in Senate 2nd Reading Calendar"
1897834,2025-02-04,Senate,13,"Senate/ uncircled in Senate 2nd Reading Calendar"
1897834,2025-02-04,Senate,14,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1897834,2025-02-05,Senate,15,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1897834,2025-02-05,House,16,"Senate/ passed 3rd reading in Clerk of the House"
1897834,2025-02-05,House,17,"Senate/ to House in Clerk of the House"
1897834,2025-02-05,House,18,"House/ received from Senate in Clerk of the House"
1897834,2025-02-06,House,19,"House/ 1st reading (Introduced) in House Rules Committee"
1897834,2025-02-13,House,20,"House/ to standing committee in House Revenue and Taxation Committee"
1897834,2025-02-14,House,21,"House Comm - Amendment Recommendation in House Revenue and Taxation Committee"
1897834,2025-02-14,House,22,"House Comm - Favorable Recommendation in House Revenue and Taxation Committee"
1897834,2025-02-18,House,23,"House/ comm rpt/ amended in House Revenue and Taxation Committee"
1897834,2025-02-18,House,24,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1897834,2025-02-26,House,25,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1897834,2025-02-26,House,26,"House/ floor amendment in House 3rd Reading Calendar for Senate bills"
1897834,2025-02-26,Senate,27,"House/ passed 3rd reading in Senate Secretary"
1897834,2025-02-26,Senate,28,"House/ to Senate in Senate Secretary"
1897834,2025-02-26,Senate,29,"Senate/ received from House in Senate Secretary"
1897834,2025-02-26,Senate,30,"Senate/ placed on Concurrence Calendar in Senate Concurrence Calendar"
1897834,2025-02-27,House,31,"Senate/ concurs with House amendment in House Speaker"
1897834,2025-02-27,House,32,"Senate/ to House in House Speaker"
1897834,2025-02-27,House,33,"House/ received from Senate in House Speaker"
1897834,2025-02-27,Senate,34,"House/ signed by Speaker/ returned to Senate in Senate President"
1897834,2025-02-27,Senate,35,"House/ to Senate in Senate President"
1897834,2025-02-27,Senate,36,"Senate/ received from House in Senate President"
1897834,2025-02-27,,37,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897834,2025-03-03,,38,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1897834,2025-03-03,,39,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897834,2025-03-07,Senate,40,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1897834,2025-03-07,Senate,41,"Senate/ enrolled bill to Printing in Senate Secretary"
1897834,2025-03-12,Senate,42,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897834,2025-03-12,,43,"Senate/ to Governor in Executive Branch - Governor"
1897834,2025-03-25,,44,"Governor Signed in Lieutenant Governor's office for filing"
1897838,2024-12-18,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897838,2024-12-18,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897838,2025-01-02,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1897838,2025-01-14,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1897838,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897838,2025-01-21,Senate,6,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897838,2025-01-21,Senate,7,"Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar"
1897838,2025-01-21,Senate,8,"Senate/ substituted in Senate 2nd Reading Calendar"
1897838,2025-01-21,House,9,"Senate/ passed 2nd & 3rd readings/ suspension in Clerk of the House"
1897838,2025-01-21,House,10,"Senate/ to House in Clerk of the House"
1897838,2025-01-22,House,11,"House/ received from Senate in Clerk of the House"
1897838,2025-01-22,House,12,"House/ 1st reading (Introduced) in House Rules Committee"
1897838,2025-01-23,House,13,"House/ to standing committee in House Government Operations Committee"
1897838,2025-01-27,House,14,"House Comm - Favorable Recommendation in House Government Operations Committee"
1897838,2025-01-28,House,15,"House/ committee report favorable in House Government Operations Committee"
1897838,2025-01-28,House,16,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1897838,2025-01-31,House,17,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1897838,2025-01-31,House,18,"House/ passed 3rd reading in House Speaker"
1897838,2025-01-31,Senate,19,"House/ signed by Speaker/ returned to Senate in Senate President"
1897838,2025-01-31,Senate,20,"House/ to Senate in Senate President"
1897838,2025-02-03,Senate,21,"Senate/ received from House in Senate President"
1897838,2025-02-03,,22,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897838,2025-02-04,,23,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1897838,2025-02-04,,24,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897838,2025-03-07,Senate,25,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1897838,2025-03-07,Senate,26,"Senate/ enrolled bill to Printing in Senate Secretary"
1897838,2025-03-12,Senate,27,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897838,2025-03-12,,28,"Senate/ to Governor in Executive Branch - Governor"
1897838,2025-03-26,,29,"Governor Signed in Lieutenant Governor's office for filing"
1897844,2024-12-18,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897844,2024-12-18,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897844,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1897844,2025-01-15,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1897844,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1897844,2025-03-07,House,6,"House/ strike enacting clause in Clerk of the House"
1897844,2025-03-07,House,7,"House/ filed in House file for bills not passed"
1897847,2024-12-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897847,2024-12-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897847,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1897847,2025-01-15,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1897847,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1897847,2025-02-10,House,6,"House/ to standing committee in House Law Enforcement and Criminal Justice Committee"
1897847,2025-02-18,House,7,"House Comm - Amendment Recommendation in House Law Enforcement and Criminal Justice Committee"
1897847,2025-02-18,House,8,"House Comm - Favorable Recommendation in House Law Enforcement and Criminal Justice Committee"
1897847,2025-02-19,House,9,"House/ comm rpt/ amended in House Law Enforcement and Criminal Justice Committee"
1897847,2025-02-19,House,10,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1897847,2025-02-25,House,11,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1897847,2025-02-25,Senate,12,"House/ passed 3rd reading in Senate Secretary"
1897847,2025-02-25,Senate,13,"House/ to Senate in Senate Secretary"
1897847,2025-02-25,Senate,14,"Senate/ received from House in Waiting for Introduction in the Senate"
1897847,2025-02-25,Senate,15,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897847,2025-02-27,Senate,16,"Senate/ to standing committee in Senate Revenue and Taxation Committee"
1897847,2025-03-04,Senate,17,"Senate Comm - Favorable Recommendation in Senate Revenue and Taxation Committee"
1897847,2025-03-05,Senate,18,"Senate/ committee report favorable in Senate Revenue and Taxation Committee"
1897847,2025-03-05,Senate,19,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897847,2025-03-05,Senate,20,"Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee"
1897847,2025-03-07,Senate,21,"Senate/ Rules to 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897847,2025-03-07,Senate,22,"Senate/ strike enacting clause in Senate Secretary"
1897847,2025-03-07,House,23,"Senate/ to House in Clerk of the House"
1897847,2025-03-07,House,24,"House/ received from Senate in Clerk of the House"
1897847,2025-03-07,House,25,"House/ filed in House file for bills not passed"
1897852,2024-12-19,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897852,2024-12-19,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897852,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1897852,2025-01-21,House,4,"House/ 1st reading (Introduced) in House Rules Committee"
1897852,2025-01-23,House,5,"House/ received fiscal note from Fiscal Analyst in House Rules Committee"
1897852,2025-01-27,House,6,"House/ to standing committee in House Education Committee"
1897852,2025-01-28,House,7,"House Comm - Substitute Recommendation in House Education Committee"
1897852,2025-01-28,House,8,"House Comm - Favorable Recommendation in House Education Committee"
1897852,2025-01-29,House,9,"House/ comm rpt/ substituted in House Education Committee"
1897852,2025-01-29,House,10,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1897852,2025-02-06,House,11,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1897852,2025-02-06,Senate,12,"House/ passed 3rd reading in Senate Secretary"
1897852,2025-02-06,Senate,13,"House/ to Senate in Senate Secretary"
1897852,2025-02-06,Senate,14,"Senate/ received from House in Waiting for Introduction in the Senate"
1897852,2025-02-07,Senate,15,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897852,2025-02-07,Senate,16,"Senate/ to standing committee in Senate Education Committee"
1897852,2025-02-13,Senate,17,"Senate Comm - Favorable Recommendation in Senate Education Committee"
1897852,2025-02-13,Senate,18,"Senate/ committee report favorable in Senate Education Committee"
1897852,2025-02-13,Senate,19,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897852,2025-02-19,Senate,20,"Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar"
1897852,2025-02-19,Senate,21,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1897852,2025-02-19,Senate,22,"Senate/ placed on 3rd Reading Calendar table in Senate 3rd Reading Calendar Table"
1897852,2025-03-04,Senate,23,"Senate/ placed back on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897852,2025-03-04,Senate,24,"Senate/ passed 2nd & 3rd readings/ suspension in Senate President"
1897852,2025-03-04,House,25,"Senate/ signed by President/ returned to House in House Speaker"
1897852,2025-03-04,House,26,"Senate/ to House in House Speaker"
1897852,2025-03-05,House,27,"House/ received from Senate in House Speaker"
1897852,2025-03-05,,28,"House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897852,2025-03-05,,29,"Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling"
1897852,2025-03-05,,30,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897852,2025-03-07,House,31,"Enrolled Bill Returned to House or Senate in Clerk of the House"
1897852,2025-03-07,House,32,"House/ enrolled bill to Printing in Clerk of the House"
1897852,2025-03-12,House,33,"House/ received enrolled bill from Printing in Clerk of the House"
1897852,2025-03-12,,34,"House/ to Governor in Executive Branch - Governor"
1897852,2025-03-26,,35,"Governor Signed in Lieutenant Governor's office for filing"
1897856,2024-12-19,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897856,2024-12-19,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897856,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1897856,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1897856,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1897856,2025-01-21,House,6,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1897856,2025-01-23,House,7,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1897856,2025-01-23,Senate,8,"House/ passed 3rd reading in Senate Secretary"
1897856,2025-01-23,Senate,9,"House/ to Senate in Senate Secretary"
1897856,2025-01-23,Senate,10,"Senate/ received from House in Waiting for Introduction in the Senate"
1897856,2025-01-24,Senate,11,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897856,2025-01-24,Senate,12,"Senate/ to standing committee in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897856,2025-01-28,Senate,13,"Senate Comm - Substitute Recommendation in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897856,2025-01-28,Senate,14,"Senate Comm - Favorable Recommendation in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897856,2025-01-30,Senate,15,"Senate/ comm rpt/ substituted in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897856,2025-01-30,Senate,16,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897856,2025-02-05,Senate,17,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1897856,2025-02-05,Senate,18,"Senate/ circled in Senate 2nd Reading Calendar"
1897856,2025-02-13,Senate,19,"Senate/ uncircled in Senate 2nd Reading Calendar"
1897856,2025-02-13,Senate,20,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1897856,2025-02-14,Senate,21,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1897856,2025-02-14,House,22,"Senate/ passed 3rd reading in Clerk of the House"
1897856,2025-02-14,House,23,"Senate/ to House with amendments in Clerk of the House"
1897856,2025-02-18,House,24,"House/ received from Senate in Clerk of the House"
1897856,2025-02-18,House,25,"House/ placed on Concurrence Calendar in House Concurrence Calendar"
1897856,2025-02-19,Senate,26,"House/ concurs with Senate amendment in Senate President"
1897856,2025-02-19,Senate,27,"House/ to Senate in Senate President"
1897856,2025-02-19,Senate,28,"Senate/ received from House in Senate President"
1897856,2025-02-19,House,29,"Senate/ signed by President/ returned to House in House Speaker"
1897856,2025-02-19,House,30,"Senate/ to House in House Speaker"
1897856,2025-02-20,House,31,"House/ received from Senate in House Speaker"
1897856,2025-02-20,,32,"House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897856,2025-02-21,,33,"Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling"
1897856,2025-02-21,,34,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897856,2025-03-04,House,35,"Enrolled Bill Returned to House or Senate in Clerk of the House"
1897856,2025-03-04,House,36,"House/ enrolled bill to Printing in Clerk of the House"
1897856,2025-03-05,House,37,"House/ received enrolled bill from Printing in Clerk of the House"
1897856,2025-03-05,,38,"House/ to Governor in Executive Branch - Governor"
1897856,2025-03-27,,39,"Governor Signed in Lieutenant Governor's office for filing"
1897860,2024-12-18,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1897860,2024-12-18,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1897860,2025-01-02,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1897860,2025-01-21,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1897860,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1897860,2025-01-23,Senate,6,"Senate/ to standing committee in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897860,2025-01-23,Senate,7,"Senate Comm - Favorable Recommendation in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897860,2025-01-24,Senate,8,"Senate/ committee report favorable in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1897860,2025-01-24,Senate,9,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1897860,2025-01-27,Senate,10,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1897860,2025-01-27,Senate,11,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1897860,2025-01-28,Senate,12,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1897860,2025-01-28,House,13,"Senate/ passed 3rd reading in Clerk of the House"
1897860,2025-01-28,House,14,"Senate/ to House in Clerk of the House"
1897860,2025-01-28,House,15,"House/ received from Senate in Clerk of the House"
1897860,2025-01-29,House,16,"House/ 1st reading (Introduced) in House Rules Committee"
1897860,2025-02-05,House,17,"House/ to standing committee in House Public Utilities and Energy Committee"
1897860,2025-02-07,House,18,"House Comm - Favorable Recommendation in House Public Utilities and Energy Committee"
1897860,2025-02-10,House,19,"House/ committee report favorable in House Public Utilities and Energy Committee"
1897860,2025-02-10,House,20,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1897860,2025-02-13,House,21,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1897860,2025-02-13,House,22,"House/ passed 3rd reading in House Speaker"
1897860,2025-02-13,Senate,23,"House/ signed by Speaker/ returned to Senate in Senate President"
1897860,2025-02-13,Senate,24,"House/ to Senate in Senate President"
1897860,2025-02-14,Senate,25,"Senate/ received from House in Senate President"
1897860,2025-02-14,,26,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1897860,2025-02-17,,27,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1897860,2025-02-17,,28,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1897860,2025-03-06,Senate,29,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1897860,2025-03-06,Senate,30,"Senate/ enrolled bill to Printing in Senate Secretary"
1897860,2025-03-12,Senate,31,"Senate/ received enrolled bill from Printing in Senate Secretary"
1897860,2025-03-12,,32,"Senate/ to Governor in Executive Branch - Governor"
1897860,2025-03-19,,33,"Governor Signed in Lieutenant Governor's office for filing"
1897865,2024-12-18,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
